,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-15283.448822,-15283.526874,-16125.408433,-16102.495405
2,Ekin =,15277.849307,15277.941422,18103.447545,17682.387769
3,Ecoul =,6141.634533,6142.349943,6317.991142,6298.016380
4,Eenuc =,-36404.087502,-36404.877489,-40262.783778,-39799.833801
5,Exc =,-298.845160,-298.940751,-284.063342,-283.065753
6,1s,-2341.042887,-2341.032171-2341.032035,-2532.705349,-2536.622246
7,2s,-384.856157,-384.848723-384.842020,-437.389122,-438.327269
8,2p,-369.013973,-369.005845-369.000497,-418.610224-369.525556,-383.958990
9,3s,-87.867792,-87.858701-87.855749,-100.764174,-100.986497
10,3p,-80.502102,-80.493015-80.490031,-92.339371-81.715661,-84.847717
11,3d,-66.724787,-66.716416-66.711913,-67.449132-65.125686,-66.204146
12,4s,-17.570797,-17.563574-17.557524,-20.754997,-20.802034
13,4p,-14.495102,-14.488087-14.481632,-17.251633-14.779979,-15.494786
14,4d,-8.879693,-8.873403-8.865505,-9.001235-8.543536,-8.746637
15,4f,-1.550835,-1.547565-1.533615,-1.281779-1.199412,-1.239230
16,5s,-2.396018,-2.418040-2.352476,-2.893523,-2.900456
17,5p,-1.504457,-1.530378-1.456728,-1.850371-1.489288,-1.590365
18,5d,-0.220603,-0.250477-0.171890,-0.189701-0.162704,-0.173012
19,6s,-0.181413,-0.196818-0.159200,-0.216029,-0.215946
