,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-3536.737751,-3536.757227,-3590.981773,-3590.562114
2,Ekin =,3534.124210,3534.147550,3701.937131,3682.931961
3,Ecoul =,1464.236106,1464.408352,1479.762803,1478.485579
4,Eenuc =,-8426.900586,-8427.089908,-8666.747028,-8646.186552
5,Exc =,-108.197480,-108.223220,-105.934679,-105.793101
6,1s,-639.292236,-639.287374-639.287427,-651.299693,-651.600432
7,2s,-87.237062,-87.234936-87.229321,-90.341290,-90.397890
8,2p,-80.010043,-80.007226-80.003000,-82.836701-79.706582,-80.760475
9,3s,-14.230432,-14.227694-14.223725,-14.787806,-14.796077
10,3p,-11.514415,-11.511865-11.507511,-11.976640-11.477238,-11.642923
11,3d,-6.544643,-6.542856-6.536921,-6.481276-6.389633,-6.430540
12,4s,-1.918971,-1.931667-1.897000,-1.998169,-1.999072
13,4p,-1.186597,-1.201029-1.162960,-1.238365-1.172340,-1.193806
14,4d,-0.150673,-0.166507-0.127459,-0.140845-0.136069,-0.137946
15,5s,-0.162391,-0.171319-0.150253,-0.168231,-0.168254
