,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-11222.941975,-11223.108038,-11691.122751,-11681.366585
2,Ekin =,11218.204349,11218.382978,12744.671952,12532.655261
3,Ecoul =,4461.481521,4462.363967,4565.424762,4554.327455
4,Eenuc =,-26663.609136,-26664.639800,-28772.145665,-28539.978120
5,Exc =,-239.018708,-239.215183,-229.073799,-228.371181
6,1s,-1785.331942,-1785.315755-1785.315745,-1891.452864,-1893.674390
7,2s,-285.121013,-285.105576-285.101154,-313.800455,-314.313726
8,2p,-271.590585,-271.574578-271.571898,-298.519600-271.393731,-279.742144
9,3s,-62.851563,-62.875000-62.787923,-69.614117,-69.728559
10,3p,-56.785113,-56.805076-56.725249,-62.911572-57.308299,-59.032854
11,3d,-45.443863,-45.453795-45.394805,-45.676259-44.447095,-45.019302
12,4s,-12.120486,-12.180788-12.024894,-13.761724,-13.784277
13,4p,-9.735637,-9.795624-9.640917,-11.128417-9.873696,-10.252858
14,4d,-5.467662,-5.526953-5.374971,-5.516153-5.288505,-5.389194
15,4f,-0.256311,-0.309644-0.177029,-0.139876-0.110906,-0.123712
16,5s,-1.513669,-1.541675-1.476851,-1.739497,-1.742537
17,5p,-0.887230,-0.909413-0.858835,-1.028669-0.867617,-0.914824
18,6s,-0.131677,-0.133768-0.129356,-0.141152,-0.141147
