,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-1505.580197,-1505.615106,-1516.846867,-1516.805505
2,Ekin =,1503.873332,1503.911671,1538.210790,1534.719054
3,Ecoul =,646.833302,646.926967,650.193085,649.913565
4,Eenuc =,-3596.066045,-3596.191094,-3645.802520,-3642.030376
5,Exc =,-60.220786,-60.262650,-59.448222,-59.407749
6,1s,-297.870824,-297.866475-297.865844,-300.241219,-300.315938
7,2s,-35.312112,-35.329050-35.284388,-35.921659,-35.933326
8,2p,-30.868027,-30.879713-30.845799,-31.402521-30.764233,-30.985530
9,3s,-3.950717,-3.986475-3.906250,-4.050516,-4.051564
10,3p,-2.594158,-2.629164-2.550724,-2.669888-2.588576,-2.615945
11,3d,-0.348699,-0.380190-0.310390,-0.342215-0.333378,-0.336911
12,4s,-0.210764,-0.216552-0.204523,-0.214945,-0.214964
