,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-5462.390982,-5462.390982,-5583.648689,-5582.286913
2,Ekin =,5459.099922,5459.099922,5839.236393,5793.217213
3,Ecoul =,2233.419308,2233.419308,2265.151850,2262.334423
4,Eenuc =,-13008.902423,-13008.902423,-13545.979295,-13496.044867
5,Exc =,-146.007788,-146.007788,-142.057637,-141.793682
6,1s,-941.476646,-941.476646-941.476646,-968.685259,-969.310165
7,2s,-136.832490,-136.832490-136.832490,-143.971950,-144.099975
8,2p,-127.635120,-127.635120-127.635120,-134.228401-127.218969,-129.523048
9,3s,-25.379908,-25.379908-25.379908,-26.826880,-26.849077
10,3p,-21.637522,-21.637522-21.637522,-22.890728-21.637989,-22.045804
11,3d,-14.685252,-14.685252-14.685252,-14.613763-14.357938,-14.474437
12,4s,-3.596069,-3.596069-3.596069,-3.874574,-3.877079
13,4p,-2.395260,-2.395260-2.395260,-2.605274-2.389721,-2.457772
14,4d,-0.470530,-0.470530-0.470530,-0.454121-0.428348,-0.438592
15,5s,-0.204228,-0.204228-0.204228,-0.218221,-0.218222
