,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-4438.981228,-4439.044607,-4521.545440,-4520.768581
2,Ekin =,4436.031047,4436.105649,4693.065137,4662.961423
3,Ecoul =,1824.800920,1825.194396,1846.844764,1844.917123
4,Eenuc =,-10573.323640,-10573.779082,-10938.009162,-10905.397430
5,Exc =,-126.489556,-126.565569,-123.446179,-123.249697
6,1s,-782.918621,-782.908936-782.908052,-801.355841,-801.795613
7,2s,-110.536054,-110.533692-110.518645,-115.348068,-115.434678
8,2p,-102.333649,-102.329562-102.317908,-106.750607-101.979903,-103.567797
9,3s,-19.366692,-19.362561-19.351718,-20.300869,-20.314771
10,3p,-16.145217,-16.141513,-16.941526,-16.397573
11,3d,-10.195668,-10.193708-10.178406,-10.135962-9.977303,-10.048944
12,4s,-2.628363,-2.651582-2.584960,-2.799086,-2.800598
13,4p,-1.667549,-1.691875-1.622948,-1.792655-1.667074,-1.707262
14,4d,-0.210375,-0.235493-0.165695,-0.206292-0.194378,-0.199041
15,5s,-0.152834,-0.168740-0.123625,-0.165124,-0.165117
