,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-7880.111578,-7880.111578,-8120.851149,-8117.148380
2,Ekin =,7876.220134,7876.220134,8643.291997,8543.898187
3,Ecoul =,3098.114585,3098.114585,3160.859674,3155.066584
4,Eenuc =,-18668.853113,-18668.853113,-19745.596509,-19637.154314
5,Exc =,-185.593184,-185.593184,-179.406311,-178.958837
6,1s,-1305.743258,-1305.743258-1305.743258,-1359.885000,-1361.073534
7,2s,-200.844444,-200.844444-200.844444,-215.165374,-215.428450
8,2p,-189.598483,-189.598483-189.598483,-202.939051-189.051737,-193.495272
9,3s,-42.359434,-42.359434-42.359434,-45.429520,-45.484169
10,3p,-37.536931,-37.536931-37.536931,-40.251620-37.566334,-38.423871
11,3d,-28.528933,-28.528933-28.528933,-28.406609-27.831181,-28.100341
12,4s,-8.257061,-8.257061-8.257061,-8.903399,-8.913841
13,4p,-6.497622,-6.497622-6.497622,-7.015263-6.450553,-6.628392
14,4d,-3.432441,-3.432441-3.432441,-3.351124-3.254821,-3.297871
15,5s,-1.157159,-1.157159-1.157159,-1.238017,-1.239572
16,5p,-0.698605,-0.698605-0.698605,-0.744512-0.667200,-0.691136
17,6s,-0.118967,-0.118967-0.118967,-0.122792,-0.122827
