,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-1380.091264,-1380.167299,-1389.695823,-1389.663179
2,Ekin =,1378.468819,1378.552711,1407.710690,1404.758937
3,Ecoul =,589.169216,589.395030,592.105098,591.861977
4,Eenuc =,-3291.260194,-3291.553847,-3333.731437,-3330.539729
5,Exc =,-56.469106,-56.561193,-55.780174,-55.744364
6,1s,-275.616639,-275.605654-275.604880,-277.615154,-277.680432
7,2s,-32.379758,-32.397669-32.335690,-32.891432,-32.901499
8,2p,-28.152095,-28.162856-28.115711,-28.598003-28.056780,-28.244979
9,3s,-3.651812,-3.699797-3.582479,-3.734790,-3.735699
10,3p,-2.388285,-2.435284-2.320662,-2.450567-2.382256,-2.405324
11,3d,-0.322368,-0.364720-0.263433,-0.316173-0.309066,-0.311902
12,4s,-0.204497,-0.213378-0.194252,-0.208137,-0.208156
