,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-22470.319655,-22470.323520,-24261.181280,-24192.530442
2,Ekin =,22463.573810,22463.579489,28819.097006,27761.954723
3,Ecoul =,8837.303934,8837.453898,9206.355254,9160.816665
4,Eenuc =,-53382.425806,-53382.579676,-61922.004994,-60752.096807
5,Exc =,-388.771593,-388.777231,-364.628547,-363.205023
6,1s,-3283.263399,-3283.261687-3283.261590,-3691.237709,-3699.648866
7,2s,-561.730450,-561.728724-561.728668,-675.289255,-677.427454
8,2p,-542.414240,-542.412511-542.412459,-650.172747-544.812574,-573.443020
9,3s,-137.959632,-137.957911-137.957850,-166.650089,-167.214847
10,3p,-128.607136,-128.605413-128.605354,-155.233928-131.296207,-137.871313
11,3d,-111.085223,-111.083499-111.083444,-112.844554-107.826644,-110.185474
12,4s,-32.861013,-32.859316-32.859215,-40.283439,-40.432525
13,4p,-28.648131,-28.646434-28.646332,-35.227647-29.158472,-30.812973
14,4d,-20.812462,-20.810766-20.810662,-20.988027-19.852751,-20.380773
15,4f,-10.050648,-10.048954-10.048848,-9.119091-8.839399,-9.005802
16,5s,-6.509516,-6.507913-6.507655,-8.081188,-8.119568
17,5p,-4.973280,-4.971697-4.971404,-6.217936-4.906749,-5.263711
18,5d,-2.360991,-2.359477-2.359062,-2.219772-2.037131,-2.124168
19,6s,-0.841848,-0.840790-0.839629,-1.043095,-1.050624
20,6p,-0.466197,-0.465682-0.463455,-0.577338-0.409133,-0.453399
21,7s,-0.076176,-0.081674-0.066668,-0.085606,-0.085542
