,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-4683.301031,-4683.334925,-4774.469912,-4773.571808
2,Ekin =,4680.264572,4680.304702,4964.562602,4930.989838
3,Ecoul =,1923.261557,1923.496867,1947.339689,1945.215295
4,Eenuc =,-11155.543060,-11155.811524,-11558.347859,-11521.964683
5,Exc =,-131.284100,-131.324970,-128.024344,-127.812259
6,1s,-821.136773,-821.131404-821.130514,-841.527980,-842.009256
7,2s,-116.806950,-116.806912-116.795666,-122.138346,-122.234105
8,2p,-108.357665,-108.356371-108.347604,-113.259629-107.990619,-109.739040
9,3s,-20.765603,-20.764176-20.756001,-21.815115,-21.830793
10,3p,-17.415299,-17.414175-17.405379,-18.314293-17.406827,-17.704518
11,3d,-11.217250,-11.217387-11.206033,-11.157356-10.977528,-11.058900
12,4s,-2.825505,-2.843034-2.796433,-3.022467,-3.024167
13,4p,-1.806456,-1.824610-1.776713,-1.952502-1.807833,-1.853949
14,4d,-0.239422,-0.258368-0.208943,-0.235323-0.220818,-0.226496
15,5s,-0.154624,-0.168508-0.131421,-0.167861,-0.167846
