,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-13388.048594,-13388.048594,-14041.650863,-14025.793582
2,Ekin =,13382.810298,13382.810298,15546.613833,15234.355561
3,Ecoul =,5393.365097,5393.365097,5529.800732,5514.470370
4,Eenuc =,-31891.798397,-31891.798397,-34858.209836,-34515.623125
5,Exc =,-272.425592,-272.425592,-259.855592,-258.996388
6,1s,-2084.069389,-2084.069389-2084.069389,-2232.744223,-2235.800647
7,2s,-337.978976,-337.978976-337.978976,-378.542000,-379.260622
8,2p,-323.178219,-323.178219-323.178219,-361.392890-323.378212,-334.791849
9,3s,-75.476630,-75.476630-75.476630,-85.341399,-85.505588
10,3p,-68.698655,-68.698655-68.698655,-77.713674-69.638385,-72.064438
11,3d,-56.026315,-56.026315-56.026315,-56.573203-54.799064,-55.620770
12,4s,-14.312076,-14.312076-14.312076,-16.757710,-16.789777
13,4p,-11.558246,-11.558246-11.558246,-13.662756-11.826261,-12.365995
14,4d,-6.574963,-6.574963-6.574963,-6.713410-6.377479,-6.524460
15,4f,-0.286408,-1.683886-1.683886,-2.010734,-0.124297
16,5s,-1.683886,-0.966137-0.966137,-1.171334-0.947869,-2.014692
17,5p,-0.966137,-0.286408-0.286408,-0.151680-0.103151,-1.010943
18,6s,-0.136989,-0.136989-0.136989,-0.149522,-0.149437
