,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-11637.869664,-11637.977781,-12139.257851,-12128.478118
2,Ekin =,11633.033352,11633.149447,13272.514677,13043.057325
3,Ecoul =,4637.607532,4638.134758,4747.510671,4735.651061
4,Eenuc =,-27663.021946,-27663.646414,-29924.229269,-29672.866007
5,Exc =,-245.488603,-245.615571,-235.053929,-234.320497
6,1s,-1843.229585,-1843.219930-1843.219922,-1956.961155,-1959.332269
7,2s,-295.342856,-295.334270-295.330399,-326.139603,-326.689487
8,2p,-281.558531,-281.549366-281.547012,-310.496347-281.426059,-290.330335
9,3s,-65.299442,-65.323920-65.250916,-72.611166,-72.734443
10,3p,-59.091931,-59.113442-59.046564,-65.728536-59.687473,-61.538169
11,3d,-47.486700,-47.499696-47.450342,-47.772592-46.446208,-47.063082
12,4s,-12.551251,-12.604100-12.477397,-14.334942,-14.359219
13,4p,-10.094091,-10.146590-10.020917,-11.612491-10.254847,-10.662943
14,4d,-5.686352,-5.738099-5.614714,-5.750219-5.503261,-5.612281
15,4f,-0.265302,-0.311560-0.203542,-0.144947-0.112556,-0.126861
16,5s,-1.547977,-1.570946-1.520067,-1.791804,-1.795032
17,5p,-0.903490,-0.921551-0.882003,-1.056266-0.883940,-0.934101
18,6s,-0.132769,-0.134379-0.131053,-0.142773,-0.142758
