,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-941.678904,-941.742204,-946.412584,-946.401188
2,Ekin =,940.377057,940.448753,954.735363,953.333535
3,Ecoul =,395.162964,395.485129,396.792977,396.662692
4,Eenuc =,-2234.347114,-2234.721054,-2255.484723,-2253.961805
5,Exc =,-42.871811,-42.955032,-42.456201,-42.435610
6,1s,-195.224014,-195.206982-195.206912,-196.153745,-196.189602
7,2s,-21.815346,-21.815866-21.776288,-22.047319,-22.052509
8,2p,-18.435189,-18.431423-18.400931,-18.630785-18.371462,-18.462667
9,3s,-2.526904,-2.560189-2.461068,-2.561732,-2.562193
10,3p,-1.610516,-1.643439-1.546264,-1.634933-1.604137,-1.614658
11,3d,-0.204634,-0.234462-0.150389,-0.200001-0.197563,-0.198511
12,4s,-0.175968,-0.186280-0.161125,-0.177823,-0.177839
