,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-8917.664369,-8917.715777,-9221.365895,-9216.171403
2,Ekin =,8913.501128,8913.557171,9888.073716,9758.787593
3,Ecoul =,3508.213147,3508.760410,3581.618082,3574.336016
4,Eenuc =,-21136.965209,-21137.552323,-22495.980985,-22354.745678
5,Exc =,-202.413435,-202.481035,-195.076708,-194.549335
6,1s,-1457.338067,-1457.327886-1457.327890,-1525.849147,-1527.326295
7,2s,-227.426363,-227.415839-227.414619,-245.706737,-246.039228
8,2p,-215.418313,-215.407718-215.407023,-232.498913-214.962763,-220.506156
9,3s,-48.924994,-48.930241-48.894704,-53.019669,-53.090791
10,3p,-43.692548,-43.696493-43.663692,-47.351116-43.875357,-44.972935
11,3d,-33.913996,-33.913993-33.889431,-33.904279-33.151144,-33.503301
12,4s,-9.577447,-9.606341-9.526174,-10.521410,-10.535271
13,4p,-7.613108,-7.642143-7.562056,-8.394068-7.640263,-7.874737
14,4d,-4.154228,-4.183470-4.103897,-4.129796-3.997039,-4.056262
15,4f,-0.155138,-0.181456-0.113093,-0.063783-0.051154,-0.056593
16,5s,-1.296106,-1.314144-1.270333,-1.431036,-1.433017
17,5p,-0.778046,-0.792704-0.757460,-0.862043-0.758830,-0.790223
18,6s,-0.124465,-0.126268-0.122207,-0.131544,-0.131564
