,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-3751.196175,-3751.295618,-3811.664288,-3811.171973
2,Ekin =,3748.496570,3748.618193,3935.847422,3914.455159
3,Ecoul =,1551.501122,1552.282731,1568.219778,1566.800053
4,Eenuc =,-8938.494135,-8939.372358,-9205.483401,-9182.333202
5,Exc =,-112.699732,-112.824183,-110.248086,-110.093984
6,1s,-673.762530,-673.741646-673.741181,-687.191097,-687.522675
7,2s,-92.740860,-92.726356-92.713949,-96.226588,-96.289740
8,2p,-85.272175,-85.256149-85.246685,-88.453826-84.962401,-86.134636
9,3s,-15.393727,-15.378027-15.368982,-16.039232,-16.048696
10,3p,-12.552855,-12.537552-12.527684,-13.093643-12.527057,-12.714637
11,3d,-7.339839,-7.326132-7.312987,-7.283619-7.177660,-7.225107
12,4s,-2.036693,-2.051164-1.980783,-2.141743,-2.142766
13,4p,-1.250049,-1.267414-1.190799,-1.323242-1.245148,-1.270420
14,4d,-0.125252,-0.147771-0.062430,-0.121738-0.116008,-0.118240
15,5s,-0.144272,-0.160853-0.097818,-0.153573,-0.153585
