,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-3973.013235,-3973.162595,-4040.261934,-4039.686653
2,Ekin =,3970.231601,3970.410767,4178.913186,4154.879860
3,Ecoul =,1638.977454,1640.031844,1657.347402,1655.771331
4,Eenuc =,-9465.024542,-9466.223355,-9761.964341,-9735.947166
5,Exc =,-117.197748,-117.381851,-114.558181,-114.390678
6,1s,-709.232119,-709.204210-709.203595,-724.196036,-724.561105
7,2s,-98.503638,-98.485127-98.466584,-102.395073,-102.465419
8,2p,-90.791541,-90.770794-90.756601,-94.350509-90.466570,-91.766918
9,3s,-16.681545,-16.661301-16.647983,-17.414330,-17.425135
10,3p,-13.714810,-13.695132-13.680616,-14.332590-13.692056,-13.903673
11,3d,-8.257721,-8.240321-8.221044,-8.199925-8.078091,-8.132820
12,4s,-2.234824,-2.255229-2.158682,-2.359760,-2.360934
13,4p,-1.390050,-1.413391-1.310620,-1.478879-1.386469,-1.416266
14,4d,-0.153347,-0.180837-0.073378,-0.149561-0.142013,-0.144960
15,5s,-0.147880,-0.165574-0.095752,-0.158219,-0.158226
