,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-4202.188857,-4202.325611,-4276.816006,-4276.146300
2,Ekin =,4199.331793,4199.490170,4431.276336,4404.321224
3,Ecoul =,1724.900741,1725.578215,1745.476452,1743.727394
4,Eenuc =,-10004.790618,-10005.598726,-10334.761955,-10305.569977
5,Exc =,-121.630774,-121.795270,-118.806839,-118.624940
6,1s,-745.742024,-745.723044-745.722687,-762.361160,-762.762646
7,2s,-104.567508,-104.559873-104.536212,-108.889374,-108.967653
8,2p,-96.610210,-96.599794-96.581672,-100.569207-96.259687,-97.698491
9,3s,-18.135303,-18.125551-18.108993,-18.953545,-18.965892
10,3p,-15.041738,-15.032675-15.014633,-15.733946-15.012213,-15.250187
11,3d,-9.339860,-9.333566-9.309538,-9.270275-9.130882,-9.193732
12,4s,-2.550712,-2.588303-2.475621,-2.688542,-2.689941
13,4p,-1.643230,-1.683092-1.566272,-1.740912-1.631370,-1.666630
14,4d,-0.270262,-0.310116-0.200026,-0.257659-0.247073,-0.251274
15,5s,-0.183636,-0.200501-0.159363,-0.192748,-0.192768
