,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-9280.311037,-9280.405670,-9607.639211,-9601.845760
2,Ekin =,9276.054440,9276.157337,10329.056117,10188.284911
3,Ecoul =,3654.948015,3655.806961,3732.834070,3724.998433
4,Eenuc =,-22003.064698,-22004.000610,-23469.015449,-23315.170387
5,Exc =,-208.248794,-208.369358,-200.513948,-199.958718
6,1s,-1509.698955,-1509.683004-1509.683005,-1583.602273,-1585.186957
7,2s,-236.613572,-236.597102-236.595162,-256.377644,-256.736096
8,2p,-224.351816,-224.335240-224.334112,-242.835345-223.926274,-229.878391
9,3s,-51.161263,-51.167372-51.115875,-55.633381,-55.710692
10,3p,-45.791219,-45.795419-45.747957,-49.797677-46.021219,-47.208988
11,3d,-35.754515,-35.752987-35.717548,-35.777290-34.956592,-35.340153
12,4s,-10.000891,-10.038839-9.927914,-11.044804,-11.059937
13,4p,-7.967820,-8.005896-7.895278,-8.836193-8.011320,-8.266765
14,4d,-4.377027,-4.415275-4.305742,-4.363215-4.216897,-4.282109
15,4f,-0.179508,-0.214200-0.119897,-0.083823-0.068884,-0.075386
16,5s,-1.334934,-1.357801-1.300622,-1.483462,-1.485609
17,5p,-0.798503,-0.817020-0.771339,-0.891154-0.779257,-0.813100
18,6s,-0.125796,-0.127977-0.123028,-0.133169,-0.133188
